CountyCode,CountyName,PrecinctCode,PrecinctName,PollingLocationName,PollingLocationAddress,Status,Lat,Lng
10,CHARLESTON,518,St Andrews 18,St Andrews Middle School,"721 Wappoo Road, Charleston SC 29407",,,
10,CHARLESTON,519,St Andrews 19,Ashley River Elem School,"1871 Wallace School Road, Charleston SC 29407",,,
10,CHARLESTON,520,St Andrews 20,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston SC 29407",,,
10,CHARLESTON,521,St Andrews 21,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd, Charleston SC 29407",,,
10,CHARLESTON,522,St Andrews 22,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston SC 29407",,,
10,CHARLESTON,523,St Andrews 23,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston SC 29407",,,
10,CHARLESTON,524,St Andrews 24,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston SC 29407",,,
10,CHARLESTON,525,St Andrews 25,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston SC 29407",,,
10,CHARLESTON,526,St Andrews 26,Charleston Baptist Church,"13 San Miguel Rd, Charleston SC 29414",,,
10,CHARLESTON,527,St Andrews 27,C E Williams Middle Sch,"640 Butte Street, Charleston SC 29414",,,
10,CHARLESTON,528,St Andrews 28,Grace On The Ashley Churc,"2014 Bees Ferry Road, Charleston SC 29414",,,
10,CHARLESTON,529,St Andrews 29,West Ashley High School,"4060 Wildcat Boulevard, Charleston SC 29414",,,
10,CHARLESTON,530,St Andrews 30,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr, Charleston SC 29407",,,
10,CHARLESTON,531,St Andrews 31,West Ashley High School,"4060 Wildcat Boulevard, Charleston SC 29414",,,
10,CHARLESTON,532,St Andrews 32,Montessori Community School,"2122 Wood Ave, Charleston SC 29414",,,
10,CHARLESTON,533,St Andrews 33,West Ashley High School,"4060 Wildcat Boulevard, Charleston SC 29414",,,
10,CHARLESTON,534,St Andrews 34,Drayton Hall Elem School,"3183 Ashley River Road, Charleston SC 29414",,,
10,CHARLESTON,535,St Andrews 35,Drayton Hall Elem School,"3183 Ashley River Road, Charleston SC 29414",,,
10,CHARLESTON,536,St Andrews 36,Drayton Hall Elem School,"3183 Ashley River Road, Charleston SC 29414",,,
10,CHARLESTON,537,St Andrews 37,Grace On The Ashley Churc,"2014 Bees Ferry Road, Charleston SC 29414",,,
10,CHARLESTON,601,N Charleston 1,Gethsemani Comm Center,"2449 Beacon Street, Charleston SC 29405",,,
10,CHARLESTON,602,N Charleston 2,Azalea Drive Church of Christ,"3950 Azalea Dr, North Charleston SC 29405",,,
10,CHARLESTON,603,N Charleston 3,Wando Woods Baptist Church,"4123 Dorsey Ave, North Charleston SC 29405",,,
10,CHARLESTON,604,N Charleston 4,Garrett Academy Of Tech,"2731 Gordon Street, Charleston SC 29405",,,
10,CHARLESTON,605,N Charleston 5,Azalea Drive Church of Christ,"3950 Azalea Dr, North Charleston SC 29405",,,
10,CHARLESTON,606,N Charleston 6,Mary Ford Elem School,"3180 Thomasina McPherson Blvd, N Charleston SC 29405",,,
10,CHARLESTON,607,N Charleston 7,Mary Ford Elem School,"3180 Thomasina McPherson Blvd, N Charleston SC 29405",,,
10,CHARLESTON,608,N Charleston 8,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston SC 29405",,,
10,CHARLESTON,609,N Charleston 9,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston SC 29405",,,
10,CHARLESTON,610,N Charleston 10,Matilda Dunston Elem Sch,"1825 Remount Road, N Charleston SC 29406",,,
10,CHARLESTON,611,N Charleston 11,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston SC 29405",,,
10,CHARLESTON,612,N Charleston 12,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston SC 29405",,,
10,CHARLESTON,613,N Charleston 13,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston SC 29405",,,
10,CHARLESTON,614,N Charleston 14,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston SC 29405",,,
10,CHARLESTON,615,N Charleston 15,St John Catholic Church,"3921 St Johns Avenue, N Charleston SC 29405",,,
10,CHARLESTON,616,N Charleston 16,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston SC 29405",,,
10,CHARLESTON,617,N Charleston 17,Royal Missionary Baptist Church,"4750 Abraham Ave, North Charleston SC 29405",,,
10,CHARLESTON,618,N Charleston 18,W B Goodwin Elem School,"5501 Dorchester Road, N Charleston SC 29418",,,
10,CHARLESTON,619,N Charleston 19,Garrett Academy Of Tech,"2731 Gordon Street, Charleston SC 29405",,,
10,CHARLESTON,620,N Charleston 20,W B Goodwin Elem School,"5501 Dorchester Road, N Charleston SC 29418",,,
10,CHARLESTON,621,N Charleston 21,Lambs Elem School,"6800 Dorchester Road, N Charleston SC 29418",,,
10,CHARLESTON,622,N Charleston 22,Lambs Elem School,"6800 Dorchester Road, N Charleston SC 29418",,,
10,CHARLESTON,623,N Charleston 23,Hunley Park Elem School,"1000 Michigan Ave, N Charleston SC 29418",,,
10,CHARLESTON,624,N Charleston 24,Hunley Park Elem School,"1000 Michigan Ave, N Charleston SC 29418",,,
10,CHARLESTON,625,N Charleston 25,Highland Terrace Comm Ctr,"2401 Richardson Street, N Charleston SC 29406",,,
10,CHARLESTON,626,N Charleston 26,Persephone Moultrie Comm,"2001 Robertson Blvd, N Charleston SC 29406",,,
10,CHARLESTON,627,N Charleston 27,Midland Park Primary,"2415 Midland Park Road, N Charleston SC 29406",,,
10,CHARLESTON,628,N Charleston 28,Trident Tech 950 Bl Lobby,"7000 Rivers Ave, N Charleston SC 29406",,,
10,CHARLESTON,629,N Charleston 29,Midland Park Primary,"2415 Midland Park Road, N Charleston SC 29406",,,
10,CHARLESTON,630,N Charleston 30,Pepperhill Elem School,"3300 Creola Road, N Charleston SC 29420",,,
10,CHARLESTON,999,Barrier Free,Board Of Elections,"4367 Headquarters Rd, N Charleston SC 29405",,,
11,CHEROKEE,1,Allens,Corinth Elementary School,"128 Corinth Rd, Gaffney SC 29340",,,
11,CHEROKEE,2,Alma Mill,Alma Elementary School,"213 Alma St, Gaffney SC 29340",,,
11,CHEROKEE,3,Antioch and King's Creek,Antioch Community Bldg.,"339 Antioch Rd, Blackburg SC 29702",,,
11,CHEROKEE,4,Ashworth,Cherokee Creek Bapt. Ch. Act. Building,"532 Buck Shoals Rd, Gaffney SC 29341",,,
11,CHEROKEE,5,Blacksburg Ward No. 1,Blacksburg Museum,"100 N Shelby St, Blacksburg SC 29702",,,
11,CHEROKEE,6,Blacksburg Ward No. 2,Broad River Bapt.Church,"419 W Cherokee St, Blacksburg SC 29702",,,
11,CHEROKEE,10,Draytonville,Draytonville Elem. School,"2373 Wilkinsville Rd, Gaffney SC 29340",,,
11,CHEROKEE,11,Ezells and Butler,Crestview Baptist Church,"153 Daniel Morgan School Rd, Gaffney SC 29341",,,
11,CHEROKEE,12,Gaffney Ward No. 1,Mary Bramlett Elem. Sch.,"301 Spruce St, Gaffney SC 29340",,,
11,CHEROKEE,13,Gaffney Ward No. 2,Beltline Center Act. Bldg,"125 Beltline Rd, Gaffney SC 29341",,,
11,CHEROKEE,14,Gaffney Ward No. 3,Gaffney Middle School,"805 E. Frederick St., Gaffney SC 29340",,,
11,CHEROKEE,15,Gaffney Ward No. 4,Limestone Presbyterian Church,"109 S Limestone St, Gaffney SC 29340",,,
11,CHEROKEE,16,Gaffney Ward No. 5,Central Baptist Church,"500 E Montgomery St, Gaffney SC 29340",,,
11,CHEROKEE,17,Gaffney Ward No. 6,Southside Baptist Church,"204 W Oneal St, Gaffney SC 29340",,,
11,CHEROKEE,18,Grassy Pond,Grassy Pond Elementary School,"1146 Boiling Springs Hwy, Gaffney SC 29341",,,
11,CHEROKEE,19,Goucher and Thicketty,Goucher Elementary School,"604 Goucher School Rd, Gaffney SC 29340",,,
11,CHEROKEE,20,Holly Grove and Buffalo,Mt. Paran Church Act. Bld,"105 Mt. Paran Rd., Blacksburg SC 29702",,,
11,CHEROKEE,21,Limestone Mill,Cherokee Avenue Baptist Church,"805 Cherokee Ave, Gaffney SC 29340",,,
11,CHEROKEE,22,Littlejohns and Sarratts,Rehoboth Bapt Ch Activity,"110 Rehoboth Rd, Gaffney SC 29340",,,
11,CHEROKEE,23,Macedonia,Macedonia Fire Dept,"337 Macedonia Rd, Gaffney SC 29340",,,
11,CHEROKEE,24,Morgan,Cherokee Creek Fire Sub,"509 Keg Town Mill Rd, Gaffney SC 29341",,,
11,CHEROKEE,25,Musgrove Mill,Broad River Electric,"811 Hamrick Street, Gaffney SC 29340",,,
11,CHEROKEE,26,99 and Cherokee Falls,CKC Fire Dept,"984 Old Chester Rd, Blacksburg SC 29702",,,
11,CHEROKEE,27,Pleasant Grove,New Harvest Church Of God,"120 Boiling Springs Hwy, Gaffney SC 29341",,,
11,CHEROKEE,28,Pleasant Meadows,BD Lee Elem School,"401 Overbrook Dr, Gaffney SC 29341",,,
11,CHEROKEE,30,Timber Ridge,Corinth Fire Dept.,"484 Corinth Rd, Gaffney SC 29340",,,
11,CHEROKEE,31,White Plains,White Plains Bapt. Church,"206 Soapstone Rd, Gaffney SC 29340",,,
11,CHEROKEE,32,Wilkinsville and Metcalf,DMW Fire Department,"538 McKowns Mountain Rd, Gaffney SC 29340",,,
11,CHEROKEE,33,Wood's,Grassy Pond Baptist Church,"254 Grassy Pond Rd, Gaffney SC 29341",,,
11,CHEROKEE,999,Barrier Free,Absentee/Administration Building,"110 Railroad Ave, Gaffney SC 29340",,,
12,CHESTER,1,Baldwin Mill,Baldwin,"604 Brice St, Chester SC 29706",,,
12,CHESTER,2,Baton Rouge,Baton Rouge,"1898 Pinckney Rd, Chester SC 29706",,,
12,CHESTER,3,Beckhamville,Beckhamville,"112 Chester Ave, Great Falls SC 29055",,,
12,CHESTER,4,Blackstock,Blackstock First Baptist,"907 Durham Rd, Blackstock SC 29014",,,
12,CHESTER,9,Edgemoor,Edgemoor,"4487 Edgeland Rd, Edgemoor SC 29712",,,
12,CHESTER,10,Eureka Mill,Eureka,"619 Saluda Rd, Chester SC 29706",,,
12,CHESTER,11,Fort Lawn,Fort Lawn,"554 Main St, Fort Lawn SC 29714",,,
12,CHESTER,12,Halsellville,Halsellville,"2344 W End Rd, Chester SC 29706",,,
12,CHESTER,13,Hazelwood,Hazelwood,"1660 Pleasant Grove Rd, Chester SC 29706",,,
12,CHESTER,18,Lowrys,Lowrys Community Center,"2266 Old York Rd, Lowrys SC 29706",,,
12,CHESTER,21,Richburg,Richburg,"201 N Main St, Richburg SC 29729",,,
12,CHESTER,22,Rodman,Rodman Community Center,"2489 Rodman Rd, Chester SC 29706",,,
12,CHESTER,23,Rossville,Rossville Community Center,"4361 Great Falls Hwy, Great Falls SC 29055",,,
12,CHESTER,24,Wilksburg,Wilksburg Baptist Church,"3137 Pinckney Rd, Chester SC 29706",,,
12,CHESTER,29,Chester Ward 1,Ward 1,"154 Main St, Chester SC 29706",,,
12,CHESTER,30,Chester Ward 2,Ward 2,"100 Center St, Chester SC 29706",,,
12,CHESTER,31,Chester Ward 3,Voter Registration Office,"109 Ella St, Chester SC 29706",,,
12,CHESTER,32,Chester Ward 4,Ward 4,"130 Walnut St, Chester SC 29706",,,
12,CHESTER,33,Ward 5,Chester Ward 5,"1476 J A Cochran Byp, Chester SC 29706",,,
12,CHESTER,34,Lando/Landsford,Lando/Landsford,"1966 Westbrook Rd, Edgemoor SC 29712",,,
12,CHESTER,35,Great Falls,Great Falls,"401 Dearborn St, Great Falls SC 29055",,,
12,CHESTER,999,Barrier Free,Voter Registration Office,"109 Ella St, Chester SC 29706",,,
13,CHESTERFIELD,1,Angelus-catarrh,Angelus Community Center,"1859 Macedonia Angelus Rd,   Jefferson SC 29718",,,
13,CHESTERFIELD,2,Bay Springs,Bay Springs Fire Dept,"8894 Hartsville Ruby Rd, Patrick SC 29584",,,
13,CHESTERFIELD,3,Black Creek,Woodman Of The World,"2965 Hwy 109 South, Ruby SC 29471",,,
13,CHESTERFIELD,4,Brocks Mill,Brocks Mill Bapt Church,"4218 Brocks Mill Rd, Cheraw SC 29520",,,
13,CHESTERFIELD,5,Cash,Cash Fire Dept,"143 Becker Rd, Cheraw SC 29520",,,
13,CHESTERFIELD,6,Center Grove-winzo,Providence Ch Felshp Hall,"232 Providence Bapt Ch Rd, Pageland SC 29728",,,
13,CHESTERFIELD,7,Cheraw No 1,Cheraw Community Center,"200 Powe St, Cheraw SC 29520",,,
13,CHESTERFIELD,8,Cheraw No 2,Cheraw Fire Department,"12 Chesterfield Hwy, Cheraw SC 29520",,,
13,CHESTERFIELD,9,Cheraw No. 3,First Bapt Ch Rec Bldg,"Cor Of Market & West Greene, Cheraw SC 29520",,,
13,CHESTERFIELD,10,Cheraw No. 4,Northeastern Tec College,"1201 Chesterfield Hwy, Cheraw SC 29520",,,
13,CHESTERFIELD,11,Courthouse,Courthse Multipurpose Rm,"200 West Main St, Chesterfield SC 29709",,,
13,CHESTERFIELD,12,Dudley-mangum,Wolfe Pond Church,"78 Wolfe Church Rd, Pageland SC 29728",,,
13,CHESTERFIELD,13,Grants Mill,Teals Mill Fire Dept,"5005 Teals Mill Road, Chesterfield SC 29709",,,
13,CHESTERFIELD,14,Jefferson,Jefferson Community Centr,"117 W Church St, Jefferson SC 29718",,,
13,CHESTERFIELD,15,Mc Bee,McBee High School,"264 E Pine Ave, Mc Bee SC 29101",,,
13,CHESTERFIELD,16,Middendorf,Alligator Fire Dept,"19028 Hwy 1, Hartsville SC 29550",,,
13,CHESTERFIELD,17,Mt Croghan,Mt. Croghan Town Hall,"55 Burch St, Mt Croghan SC 29727",,,
13,CHESTERFIELD,18,Ousleydale,Plainview School,"16002 Hwy 102, Patrick SC 29584",,,
13,CHESTERFIELD,19,Pageland No 1,Pageland Community Center,"1113 W McGregor St, Pageland SC 29728",,,
13,CHESTERFIELD,20,Pageland No 2,Pageland Fire Dept,"111 N Poplar St, Pageland SC 29728",,,
13,CHESTERFIELD,21,Patrick,Patrick Rescue Squad Bldg,"115 S Main St, Patrick SC 29584",,,
13,CHESTERFIELD,22,Pee Dee,Harris Creek Fire Dept,"3243 Byrd Rd, Society Hill SC 29593",,,
13,CHESTERFIELD,23,Ruby,Ruby Elementary School,"249 Thurman Avenue, Ruby, SC SC 29741",,,
13,CHESTERFIELD,24,Shiloh,Shiloh Fish House,"3388 Hwy 102 S, Chesterfield SC 29709",,,
13,CHESTERFIELD,25,Snow Hill-vaugh,Ronnie Freeman Building,"691 Rue Freeman Rd, Chesterfield SC 29709",,,
13,CHESTERFIELD,999,Barrier Free,Voter Registration Office,"205 W Main St, Chesterfield SC 29709",,,
14,CLARENDON,1,Alcolu,Alcolu Elementary School,"1423 Hotel St, Alcolu SC 29001",,,
14,CLARENDON,2,Barrineau,Barrineau Pentecostal Holiness Church,"3709 Saint James Rd, Lake City SC 29560",,,
14,CLARENDON,3,Barrows Mill,Friendship Pres. Church,"10123 Black River Rd, New Zion SC 29111",,,
14,CLARENDON,4,Bloomville,Liberty Fire Station,"5119 Brewer Road, Manning SC 29102",,,
14,CLARENDON,5,Calvary,Mt. Pleasant Rume Church,"14076 Panola Rd, Pinewood SC 29125",,,
14,CLARENDON,6,Davis Station,Davis Station Fire Station,"2684 Mw Rickenbaker Rd, Manning SC 29102",,,
14,CLARENDON,7,Harmony,Harmony Pres. Church,"8629 Highway 301, Alcolu SC 29001",,,
14,CLARENDON,8,Hicks,Turbeville Town Hall,"1400 Main St, Turbeville SC 29162",,,
14,CLARENDON,9,Home Branch,Paxville Town Hall,"10279 Lewis Rd, Manning SC 29102",,,
14,CLARENDON,10,Jordan,Wyboo Fire Station (New),"9699 Highway 260, Manning SC 29102",,,
14,CLARENDON,11,Manning No. 1,Weldon Auditorium Lobby,"7 Maple St, Manning SC 29102",,,
14,CLARENDON,12,Manning No. 2,Clarendon County Administration Building,"411 Sunset Dr, Manning SC 29102",,,
14,CLARENDON,13,Manning No. 3,Clarendon County Administration Building,"411 Sunset Dr, Manning SC 29102",,,
14,CLARENDON,14,Manning No. 4,Manning Fire Station,"42 W Boyce St, Manning SC 29102",,,
14,CLARENDON,15,Manning No. 5,Weldon Auditorium Lobby,"7 Maple St, Manning SC 29102",,,
14,CLARENDON,16,New Zion,Clarendon County EMS Building,"15677 Highway 301, New Zion SC 29111",,,
14,CLARENDON,17,Paxville,Paxville Town Hall,"10279 Lewis Rd, Manning SC 29102",,,
14,CLARENDON,18,Panola,Mt. Pleasant Rume Church,"14076 Panola Rd, Pinewood SC 29125",,,
14,CLARENDON,19,Sardinia-gable,Sardinia Fire Station,"12878 Highway 301, Gable SC 29051",,,
14,CLARENDON,20,Summerton No. 1,St. Matthias' Church,"9 N Dukes St, Summerton SC 29148",,,
14,CLARENDON,21,Summerton No. 2,Clarendon1 Community Resource Center Gym,"1154 4th St, Summerton SC 29148",,,
14,CLARENDON,22,Summerton No. 3,Clarendon1 Community Resource Center Gym,"1154 4th St, Summerton SC 29148",,,
14,CLARENDON,23,Turbeville,Turbeville Town Hall,"1400 Main St, Turbeville SC 29162",,,
14,CLARENDON,24,Wilson-foreston,Wilson-Foreston Fire Station,"1015 N Brewington Rd, Manning SC 29102",,,
14,CLARENDON,25,Oakdale,Friendship Pres. Church,"10123 Black River Rd, New Zion SC 29111",,,
14,CLARENDON,999,Barrier Free,Voter Registration Office,"411 Sunset Dr, Manning SC 29102",,,
15,COLLETON,2,Bells,Bells Elementary School,"12088 Bells Hwy, Ruffin SC 29475",,,
15,COLLETON,5,Canadys,Fire & Rescue Station #5,"13871 Augusta Hwy, Round O SC 29474",,,
15,COLLETON,6,Cottageville,Cottageville Elementary School,"648 Peirce Rd, Cottageville SC 29435",,,
15,COLLETON,7,Edisto,Fire & Rescue Station #17,"6800 Sunrise Rd, Smoaks SC 29481",,,
15,COLLETON,8,Green Pond,Green Pond Fire-Rescue Station #6,"503 Fire Station Rd, Green Pond SC 29446",,,
15,COLLETON,9,Hendersonville,Hendersonville Elementary School,"6089 Hendersonville Hwy, Walterboro SC 29488",,,
15,COLLETON,10,Horse Pen,Colleton County High School,"150 Cougar Nation Dr, Walterboro SC 29488",,,
15,COLLETON,11,Hudson Mill,Fire & Rescue Station #4,"2425 Azalea Patch Rd, Ruffin SC 29475",,,
15,COLLETON,12,Jacksonboro,Jacksonboro Fire-Rescue Station #2,"150 Clinic Dr, Jacksonboro SC 29452",,,
15,COLLETON,14,Maple Cane,Maple Cane Baptist Church,"21324 Augusta Hwy, Cottageville SC 29435",,,
15,COLLETON,15,Mashawville,Aimwell Presbyterian Church,"8925 Charleston Hwy, Round O SC 29474",,,
15,COLLETON,17,Peeples,Northside Elementary School,"1929 Industrial Rd, Walterboro SC 29488",,,
15,COLLETON,18,Petits,Black Creek Baptist Church,"4931 Black Creek Rd, Walterboro SC 29488",,,
15,COLLETON,19,Peniel,Fire & Rescue Station #1,"229 Mabel T Willis Blvd, Walterboro SC 29488",,,
15,COLLETON,20,Ritter,Ritter Fire-Rescue Station #22,"3547 Possum Corner Rd, Walterboro SC 29488",,,
15,COLLETON,21,Round O,Bethlehem Baptist Church,"12898 Round O Rd, Round O SC 29474",,,
15,COLLETON,22,Rice Patch,Fire & Rescue Station #15,"547 Ashton Rd, Islandton SC 29929",,,
15,COLLETON,23,Ruffin,Ruffin Community Center,"7745 Ruffin Rd, Ruffin SC 29475",,,
15,COLLETON,24,Sidneys,Fire & Rescue Station #36,"19576 Augusta Hwy, Cottageville SC 29435",,,
15,COLLETON,26,Stokes,Doctors Creek Baptist Church,"126 Doctors Creek Rd, Walterboro SC 29488",,,
15,COLLETON,27,Sniders,Sniders Fire & Rescue Station #29,"8737 Cane Branch Rd, Ruffin SC 29475",,,
15,COLLETON,29,Walterboro No 1,Dogwood Hills Golf Course,"1 Dogwood Ln, Walterboro SC 29488",,,
15,COLLETON,30,Walterboro No 2,Colleton Civic Center,"494 Hampton St, Walterboro SC 29488",,,
15,COLLETON,31,Walterboro No 3,Clemson Coop Ext Building,"611 Black St Rm 222, Walterboro SC 29488",,,
15,COLLETON,32,Walterboro No 4,Forest Hills Elementary School,"633 Hiers Corner Rd, Walterboro SC 29488",,,
15,COLLETON,33,Williams,Evergreen Baptist Church,"2008 Risher Rd, Williams SC 29493",,,
15,COLLETON,34,Wolfe Creek,Fire & Rescue Station #26,"2970 Mount Carmel Rd, Walterboro SC 29488",,,
15,COLLETON,35,Edisto Beach,Edisto Beach Town Hall,"2414 Murray St, Edisto Beach SC 29438",,,
15,COLLETON,36,Walterboro No 5,Colleton County Middle School,"1379 Tuskegee Airmen Dr, Walterboro SC 29488",,,
15,COLLETON,38,Ashton-Lodge,Fire & Rescue Station #3,"8667 Lodge Hwy, Lodge SC 29082",,,
15,COLLETON,39,Berea-Smoaks,Fire & Rescue Station #7,"27250 Lowcountry Hwy, Smoaks SC 29481",,,
15,COLLETON,40,Walterboro #6,Fire & Rescue Station #24,"111 Fox Field Rd, Walterboro SC 29488",,,
15,COLLETON,999,Barrier Free,Voter Registration & Elections,"2471 Jefferies Hwy, Walterboro SC 29488",,,
16,DARLINGTON,1,Antioch,Antioch Recreation Center,"2462 Antioch Road, Hartsville SC 29550",,,
16,DARLINGTON,2,Auburn,Centerville Fire Station,"2380 N Center Rd, Hartsville SC 29550",,,
16,DARLINGTON,3,Bethel,Bethel United Meth Church,"2423 Bethel Road, Hartsville SC 29550",,,
16,DARLINGTON,4,Black Creek-Clyde,Lake Robinson Rescue Sqd,"2364 West Old Camden Road, Hartsville SC 29550",,,
16,DARLINGTON,5,Burnt Branch,Hartsville Middle School,"1427 Fourteenth St, Hartsville SC 29550",,,
16,DARLINGTON,7,Darlington No 1,City Hall,"400 Pearl Street, Darlington SC 29532",,,
16,DARLINGTON,8,Darlington No 2,Pate Elementary School,"1010 Indian Branch Rd, Darlington SC 29532",,,
16,DARLINGTON,10,Darlington No 4,Cain Elementary School,"607 First Street, Darlington SC 29532",,,
16,DARLINGTON,11,Darlington No 5,Mayo High School Gym,"405 Chestnut St, Darlington SC 29532",,,
16,DARLINGTON,12,Dovesville,Dovesville Fire Station,"511 Mont Clare Road, Darlington SC 29540",,,
16,DARLINGTON,13,Hartsville No 1,First Presbyterian Church,"213 W Home Ave, Hartsville SC 29550",,,
16,DARLINGTON,16,Hartsville No 4,Outreach Center  Fourth St Entrance,"404 S Fourth St, Hartsville SC 29550",,,
16,DARLINGTON,17,Hartsville No 5,T B Thomas Sports Center,"701 W Washington St, Hartsville SC 29550",,,
16,DARLINGTON,18,Hartsville No 6,Jerusalem Baptist Church,"301 S Sixth St, Hartsville SC 29550",,,
16,DARLINGTON,19,Hartsville No 7,Scott Center,"201 N Damascus Church Rd, Hartsville SC 29550",,,
16,DARLINGTON,20,Hartsville No 8,North Hartsville Elem Sch,"110 School Drive, Hartsville SC 29550",,,
16,DARLINGTON,21,High Hill,S Darlington Fire Station,"4793 Hoffmeyer Road, Darlington SC 29532",,,
16,DARLINGTON,22,Indian Branch,Community Center,"2070 Indian Branch Road, Darlington SC 29532",,,
16,DARLINGTON,23,Kelleytown,West Hartsville Elem Schl,"214 Clyde Road, Hartsville SC 29550",,,
16,DARLINGTON,24,Lake Swamp,Lake Swamp Fire Station,"6140 Oates Highway, Timmonsville SC 29161",,,
16,DARLINGTON,25,Lamar No 1,Lamar Town Hall,"117 West Main Street, Lamar SC 29069",,,
16,DARLINGTON,26,Lamar No 2,Lamar High School,"216 North Darlington Avenue, Lamar SC 29069",,,
16,DARLINGTON,27,Lydia,Lydia Community Center,"5069 Indian Branch Rd, Lamar SC 29069",,,
16,DARLINGTON,28,Mechanicsville,Mechanicsville Fire Dept,"1932 Cashua Ferry Road, Darlington SC 29532",,,
16,DARLINGTON,31,New Market,Pond Hollow Fire Station,"2225 Ruby Rd, Hartsville SC 29550",,,
16,DARLINGTON,32,Oates,St. Johns United Meth Ch,"214 West Seven Pines Street, Lamar SC 29069",,,
16,DARLINGTON,33,Palmetto,Palmetto Fire Department,"1304 East McIver Road, Darlington SC 29532",,,
16,DARLINGTON,36,Society Hill,Society Hill Town Hall,"280 South Main Street, Society Hill SC 29593",,,
16,DARLINGTON,37,Swift Creek,Swift Creek Fire Dept.,"137 North Center Road, Hartsville SC 29550",,,
16,DARLINGTON,38,Darlington No 3,High School Ninth Grade Bldg,"501 Spring St, Darlington SC 29532",,,
16,DARLINGTON,40,Darlington No 6,Brunson Dargan Elem. Sch.,"400 Wells Street, Darlington SC 29532",,,
16,DARLINGTON,41,Hartsville No 9,American Legion Hut,"105 Society Ave, Hartsville SC 29550",,,
16,DARLINGTON,999,Barrier Free,Reg. And Elections Office,"131 Cashua St, Darlington SC 295323222",,,
17,DILLON,1,East Dillon,East Elem. School,"901 E. Harrison St, Dillon SC 29536",,,
17,DILLON,2,West Dillon,Rural Fire Dept.,"201 W. Howard St, Dillon SC 29536",,,
17,DILLON,3,South Dillon,South Elementary School,"900 Patriot St, Dillon SC 29536",,,
17,DILLON,4,Latta,Latta Art Center,"107 N W Railroad Ave, Latta SC 29565",,,
17,DILLON,5,New Holly,County Fire Dept #6,"3418 Highway 34 W, Latta SC 29565",,,
17,DILLON,6,Lake View,Lakeview Community Center,"106 Richard Temple Blvd, Lake View SC 29563",,,
17,DILLON,7,Kemper,"Dillon County Fire Department, Station 3","2203 Highway 41 S, Lake View SC 29563",,,
17,DILLON,8,Pleasant Hill,County Fire Dept #4,"1624 Gaddys Mill Rd, Hamer SC 29547",,,
17,DILLON,9,Mt. Calvary,American Legion Hall,"2014 Highway 9 E, Dillon SC 29536",,,
17,DILLON,10,Bermuda,Lee Causey's Store,"437 Bermuda Rd, Dillon SC 29536",,,
17,DILLON,12,Hamer,Hamer Cannan School,"428 Elkins Rd, Hamer SC 29547",,,
17,DILLON,13,Oakland,Oakland Community Center,"2034 Oakland Rd, Hamer SC 29547",,,
17,DILLON,14,Carolina,Carolina Fellowship Bld.,"4114 McInnis Loop, Little Rock SC 29567",,,
17,DILLON,15,Little Rock,Little Rock School,"2326 Worship St, Little Rock SC 29567",,,
17,DILLON,16,Minturn,Minturn Community Center,"1832 Minturn Rd, Dillon SC 29536",,,
17,DILLON,17,Oak Grove,Fire Department,"1723 Hwy 38 W, Latta SC 29565",,,
17,DILLON,18,Manning,Wilkerson's Store,"1948 Hwy 57 S, Dillon SC 29536",,,
17,DILLON,19,Floydale,Fire Department,"2944 Burke Rd, Dillon SC 29536",,,
17,DILLON,20,Fork,Post Office,"4014 Hwy 57 South, Fork SC 29543",,,
17,DILLON,999,Barrier Free,Voter Registration Office,"305 W Hampton St, Dillon SC 29536",,,
18,DORCHESTER,25,Rosinville,Indian Field Fire Dept,"1504 W Main St, Harleyville SC 29448",,,
18,DORCHESTER,26,St. George No. 2,Waggoner Building,"201 Johnston St, St George SC 29477",,,
18,DORCHESTER,27,St. George No. 1,St George Senior Citizen Center,"5361 E Jim Bilton Blvd, St George SC 29477",,,
18,DORCHESTER,28,Grover,Grover Fire Dept,"3336 Wire Rd, St. George SC 29477",,,
18,DORCHESTER,29,Reevesville,Reevesville Fire Dept,"6800 Johnston Ave, Reevesville SC 29471",,,
18,DORCHESTER,30,Harleyville,Odyssey Educational Center,"145 Hill St, Harleyville SC 29448",,,
18,DORCHESTER,31,Four Hole,Harleyville Elementary,"1650 E Main St, Dorchester SC 29437",,,
18,DORCHESTER,33,Rosses,Dorchester Career School,"507 School House Rd, Dorchester SC 29437",,,
18,DORCHESTER,34,Ridgeville,Clay Hill Elementary School,"387 S Railroad Ave, Ridgeville SC 29472",,,
