County Code, County Name, Precinct Code, Precinct Name, Polling Location, Polling Location Address,Overflow,
23,GREENVILLE,313,Simpsonville 4,Renovation Church,611 Richardson St Simpsonville  SC 29680,,
23,GREENVILLE,314,Simpsonville 5,Center for Community Services,1102 Howard Dr Simpsonville  SC 29681,,
23,GREENVILLE,315,Simpsonville 6,Calvary Baptist Church,3810 Grandview Dr Simpsonville  SC 29680,,
23,GREENVILLE,316,Skyland,Skyland Elementary School,4221 N Highway 14 Greer  SC 29651,,
23,GREENVILLE,317,Slater Marietta,Slater Marietta Elementary School,100 Baker Cir Marietta  SC 29661,,
23,GREENVILLE,318,Southside,Southside High School,6630 Frontage Rd Greenville  SC 29605,,
23,GREENVILLE,363,Sparrows Point,Immanuel Lutheran Church,2820 Woodruff Rd Simpsonville  SC 29681,,
23,GREENVILLE,319,Spring Forest,Greenville Nazarene Church,1201 Haywood Rd Greenville  SC 29615,,
23,GREENVILLE,364,Standing Springs,Standing Springs Baptist Church,1111 W Georgia Rd Simpsonville  SC 29680,,
23,GREENVILLE,321,Stone Valley,Springwell Church,4369 Wade Hampton Blvd Taylors  SC 29687,,
23,GREENVILLE,322,Stonehaven,Advent United Methodist Church,2258 Woodruff Rd Simpsonville  SC 29681,,
23,GREENVILLE,323,Suber Mill,Praise Cathedral,3390 Brushy Creek Rd Greer  SC 29650,,
23,GREENVILLE,324,Sugar Creek,Sugar Creek Clubhouse,103 Sugar Creek Rd Greer  SC 29650,,
23,GREENVILLE,325,Sulphur Springs,Armstrong Elementary School,8601 White Horse Rd Greenville  SC 29617,,
23,GREENVILLE,326,Sycamore,First Presbyterian Church,510 E Curtis St Simpsonville  SC 29681,,
23,GREENVILLE,327,Tanglewood,Tanglewood Middle School,44 Merriwoods Dr Greenville  SC 29611,,
23,GREENVILLE,328,Taylors,Taylors Ministry Center,1 W Main St Taylors  SC 29687,,
23,GREENVILLE,329,Thornblade,Airport Baptist Church,776 S Batesville Rd Greer  SC 29650,,
23,GREENVILLE,330,Tigerville,Tigerville Elementary School,25 Tigerville Elementary School Rd Taylors  SC 29687,,
23,GREENVILLE,331,Timberlake,Aldersgate United Methodist Church,7 Shannon Dr Greenville  SC 29615,,
23,GREENVILLE,332,Trade,Needmore Recreation Center,202 Canteen Ave Greer  SC 29650,,
23,GREENVILLE,365,Travelers Rest 1,Travelers Rest City Hall,125 Trailblazer Dr Travelers Rest  SC 29690,,
23,GREENVILLE,366,Travelers Rest 2,Renfrew Baptist Church,951 Geer Hwy Travelers Rest  SC 29690,,
23,GREENVILLE,334,Tubbs Mountain,Enoree Baptist Church,881 Tigerville Rd Travelers Rest  SC 29690,,
23,GREENVILLE,367,Tyger River,Chandler Creek Elementary School,301 Chandler Rd Greer  SC 29651,,
23,GREENVILLE,368,Verdmont,Hopewell United Methodist Church,1420 Neely Ferry Rd Simpsonville  SC 29680,,
23,GREENVILLE,336,Wade Hampton,Faith Baptist Church,500 W Lee Rd Taylors  SC 29687,,
23,GREENVILLE,337,Walnut Springs,Clear Spring Baptist Church,301 Bethany Rd Simpsonville  SC 29681,,
23,GREENVILLE,369,Ware Place,Ellen Woodside Elementary School,9122 Augusta Rd Pelzer  SC 29669,,
23,GREENVILLE,339,Welcome,Welcome Elementary School,36 E Welcome Rd Greenville  SC 29611,,
23,GREENVILLE,340,Wellington,E North Church,4108 E North St Greenville  SC 29615,,
23,GREENVILLE,341,Westcliffe,Westcliffe Elementary School,105 Eastbourne Rd Greenville  SC 29611,,
23,GREENVILLE,342,Westside,Agnew Rd Baptist Church,400 Rainbow Dr Greenville  SC 29617,,
23,GREENVILLE,343,Woodmont,Woodmont Middle School,325 N Flat Rock Rd Piedmont  SC 29673,,
23,GREENVILLE,344,Woodruff Lakes,Woodruff Rd Christian Church,20 Bell Rd Greenville  SC 29607,,
24,GREENWOOD,28,Airport,Airport Terminal,330 Terminal Rd Greenwood  SC 29649,,
24,GREENWOOD,46,Allie's Crossing,School 52 District Office,605 Johnston Rd Ninety Six  SC 29666,,
24,GREENWOOD,49,Angel Oaks Crossing,Westview Middle School,1410 W Alexander Rd Greenwood  SC 29646,,
24,GREENWOOD,5,Ashley River Run,Greenwood County Library,600 Main St S Greenwood  SC 29646,,
24,GREENWOOD,999,Barrier Free,NW Vol Fire Dept Sub Sta,2028 Highway 72 W Greenwood  SC 29646,,
24,GREENWOOD,2,Bee's Ferry,American Legion Post #224,1310 Cambridge Ave E Greenwood  SC 29646,,
24,GREENWOOD,42,Biltmore Pines,Lakeview Elementary School,642 Center St Greenwood  SC 29649,,
24,GREENWOOD,22,Bradley,Bradley Fire Department,4703 US Highway 221 S Bradley  SC 29819,,
24,GREENWOOD,21,Callison,Rehoboth United Methodist Church,1808 Callison Hwy Greenwood  SC 29646,,
24,GREENWOOD,30,Civic Center,Farmers Market at the Civic Center,215 Wilbanks Cir Greenwood  SC 29649,,
24,GREENWOOD,16,Cokesbury,Cokesbury College,210 College Dr Hodges  SC 29653,,
24,GREENWOOD,17,Coronaca,Coronaca Fire Department, Station 50,125 Willard Rd Greenwood  SC 29649,
24,GREENWOOD,27,Emerald,Piedmont Tech College, Medford Center,620 Emerald Rd N Greenwood  SC 29646,
24,GREENWOOD,29,Emerald High,Emerald High School,150 Bypass 225 Greenwood  SC 29649,,
24,GREENWOOD,24,Epworth,Epworth-Phoenix Fire Dept,1218 Epworth Camp Rd E Ninety Six  SC 29666,,
24,GREENWOOD,7,Fairhope Ferry,First Presbyterian Church,108 Cambridge Ave E Greenwood  SC 29646,,
24,GREENWOOD,19,Georgetown,G Frank Russell Technology Center,601 Northside Dr E Greenwood  SC 29649,,
24,GREENWOOD,47,Gideon's Way,Brewer Middle School,1000 Emerald Rd Greenwood  SC 29646,,
24,GREENWOOD,9,Glendale,NW Vol Fire Dept Sub Sta,2028 Highway 72 W Greenwood  SC 29646,,
24,GREENWOOD,50,Graham's Glen,St. Mark UMC - Coronaca Campus,111 Fuller St Greenwood  SC 29649,,
24,GREENWOOD,4,Grandiflora Glen,Rice Elementary School,1802 E Durst Ave Greenwood  SC 29649,,
24,GREENWOOD,18,Greenwood High,Greenwood High School,1816 Cokesbury Rd Greenwood  SC 29649,,
24,GREENWOOD,33,Greenwood Mill,West Side Baptist Church,215 By-Pass 225 S Greenwood  SC 29646,,
24,GREENWOOD,10,Harris,Greenwood County YMCA,1760 Calhoun Rd Greenwood  SC 29649,,
24,GREENWOOD,15,Hodges,Hodges Town Hall,4513 Main St Hodges  SC 29653,,
24,GREENWOOD,6,Hope's Ferry,Mathews United Methodist Church,800 Wright Ave Greenwood  SC 29646,,
24,GREENWOOD,11,Laco,Benjamin E Mays Elem School,1608 Florida Ave Greenwood  SC 29646,,
24,GREENWOOD,41,Liberty,Mt Lebanon United Methodist Church,772 Old Ninety Six Hwy Greenwood  SC 29646,,
24,GREENWOOD,3,Livi's Knoll,Genesis Education Center,405 Glenwood St Greenwood  SC 29649,,
24,GREENWOOD,1,Loblolly Pines,United Cntr. Comm. Care,929 Phoenix St Greenwood  SC 29646,,
24,GREENWOOD,36,Lower Lake,Drummond Center,302 State Park Rd Ninety Six  SC 29666,,
24,GREENWOOD,43,Marshall Oaks,Mathews Elementary School,725 Marshall Rd Greenwood  SC 29646,,
24,GREENWOOD,38,Maxwellton Pike,Greenwood City FD # 3,102 Jenkins Springs Rd Greenwood  SC 29646,,
24,GREENWOOD,35,Mimosa Crest,Project Hope Foundation, Inc.,133 Merrywood Dr Greenwood  SC 29649,
24,GREENWOOD,45,Mountain Laurel,John Lamb Community Center,310 Foundry Rd Greenwood  SC 29646,,
24,GREENWOOD,39,New Castle,Northside Middle School,431 Deadfall Rd W Greenwood  SC 29649,,
24,GREENWOOD,26,New Market,Hwy 34 Fire Department,1211 Ninety Six Hwy Greenwood  SC 29646,,
24,GREENWOOD,12,Ninety Six,Town of Ninety Six Visitor's Center,97 E Main St Ninety Six  SC 29666,,
24,GREENWOOD,13,Ninety Six Mill,Town of Ninety Six Fire Dept,83 Saluda St Ninety Six  SC 29666,,
24,GREENWOOD,48,Parson's Mill,Greenwood Baptist Church,1025 Deadfall Rd E Greenwood  SC 29649,,
24,GREENWOOD,8,Pebble Stone Way,Wesley Commons - Asbury Hall,1110 Marshall Rd Greenwood  SC 29646,,
24,GREENWOOD,37,Pinecrest,Pinecrest Elementary School,220 Northside Dr E Greenwood  SC 29649,,
24,GREENWOOD,31,Riley,Little River Multicultural Complex,415 Riley Rd N Hodges  SC 29653,,
24,GREENWOOD,40,Rutherford Shoals,Ware Shoal Comm Library,54 Greenwood Ave S Ware Shoals  SC 29692,,
24,GREENWOOD,20,Sandridge,Tri-County Fire Department,1317 Kirksey Pittsburgh Rd Troy  SC 29848,,
24,GREENWOOD,32,Shoals Junction,Greenville Presbyterian,125 Greenville Church Rd Donalds  SC 29638,,
24,GREENWOOD,44,Sparrows Grace,Greenwood Christian School,2026 Woodlawn Rd Greenwood  SC 29649,,
24,GREENWOOD,34,Stonewood,Coronaca FD Substation,1418 Highway 246 S Greenwood  SC 29649,,
24,GREENWOOD,23,Troy,Troy United Methodist Church,127 Church St W Troy  SC 29848,,
24,GREENWOOD,25,Verdery,P.L.E.A.D. Center,122 New Zion Rd Bradley  SC 29819,,
24,GREENWOOD,14,Ware Shoals,Ware Shoals Town Hall,8 Mill St Ware Shoals  SC 29692,,
25,HAMPTON,999,Barrier Free,Voter Registration & Elections Office,201 Jackson Ave W Hampton  SC 29924,,
25,HAMPTON,19,Black Creek,Hampton County Library,12 Locust St E Hampton  SC 29924,,
25,HAMPTON,9,Bonnett,Nixville Fire Dept,5207 Browning Gate Rd Estill  SC 29918,,
25,HAMPTON,1,Brunson,Brunson Fire Dept,240 N Manker St Brunson  SC 29911,,
25,HAMPTON,17,Crocketville-Miley,Crocketville Comm Center,3980 Bamberg Hwy Hampton  SC 29924,,
25,HAMPTON,18,Cummings,Cummings Fire Dept,6836 Yemassee Hwy Varnville  SC 29944,,
25,HAMPTON,5,Early Branch,Cummings Fire Dept,6836 Yemassee Hwy Varnville  SC 29944,,
25,HAMPTON,7,Estill,Estill Fire Dept,824 2nd St E Estill  SC 29918,,
25,HAMPTON,10,Furman,Furman Town Hall,46 McKenzie Trl Furman  SC 29921,,
25,HAMPTON,6,Garnett,Scotia Town Hall,153 Annette St Scotia  SC 29939,,
25,HAMPTON,21,Gifford,Ralph W. Campbell Sr. Community Center,150 Sumpter St Gifford  SC 29923,,
25,HAMPTON,2,Hampton No. 1,Hampton Fire Dept,600 2nd St W Hampton  SC 29924,,
25,HAMPTON,3,Hampton No. 2,Hampton Fire Dept,600 2nd St W Hampton  SC 29924,,
25,HAMPTON,16,Hopewell,Hopewell Community Center,1401 Goettee Trl Hampton  SC 29924,,
25,HAMPTON,14,Horse Gall,Varnville Fire Department,54 Palm St Varnville  SC 29944,,
25,HAMPTON,15,Rivers Mill,Crocketville Comm Center,3980 Bamberg Hwy Hampton  SC 29924,,
25,HAMPTON,11,Scotia,Scotia Town Hall,153 Annette St Scotia  SC 29939,,
25,HAMPTON,4,Varnville,Varnville Fire Department,54 Palm St Varnville  SC 29944,,
25,HAMPTON,13,Yemassee,Yemassee Municipal Complex,101 Town Cir Yemassee  SC 29945,,
26,HORRY,101,Adrian,Academy Of Tech/academics,5639 Hwy 701 N Conway  SC 29526,,
26,HORRY,102,Allsbrook,Cane Branch Bapt Church,760 Cane Branch Rd Loris  SC 29569,,
26,HORRY,103,Atlantic Beach,Ab Community Center,1010 32Nd Ave S North Myrtle Beach  SC 29582,,
26,HORRY,104,Aynor,Aynor Town Hall,600 S Main St Aynor  SC 29511,,
26,HORRY,999,Barrier Free,Barrier Free,1515 4th Ave Conway  SC 29526,,
26,HORRY,105,Bayboro-Gurley,Bayboro Fire Station,4368 Green Sea Rd S Aynor  SC 29511,,
26,HORRY,106,Brooksville #1,Ralph Ellis County Bldg,107 Hwy 57 N Litte River  SC 29566,,
26,HORRY,223,Brooksville #2,Grace Christian Fellowship Church,1247 Highway 57 N Little River  SC 29566,,
26,HORRY,107,Brownway,Pee Dee Elem School,6555 Hwy 134 Conway  SC 29527,,
26,HORRY,108,Burgess #1,St James Elem School,9711 St James Rd Myrtle Beach  SC 29588,,
26,HORRY,109,Burgess #2,Burgess Community Center,10299 Hwy 707 Murrells Inlet  SC 29576,,
26,HORRY,219,Burgess #3,St James Middle School,9775 St James Rd Myrtle Beach  SC 29588,,
26,HORRY,221,Burgess #4,Burgess Elementary School,9645 Scipio Ln Myrtle Beach  SC 29588,,
26,HORRY,234,Burgess #5,St James Intermediate School,9641 Scipio Ln Myrtle Beach  SC 29588,,
26,HORRY,224,Carolina Bays,Carolina Forest Community Church,1381 Carolina Forest Blvd Myrtle Beach  SC 29579,,
26,HORRY,110,Carolina Forest #1,Carolina Forest Elem Sch,285 Carolina Forest Blvd Myrtle Beach  SC 29579,,
26,HORRY,111,Carolina Forest #2,Carolina Forest High Sch,700 Gardner Lacy Rd Myrtle Beach  SC 29579,,
26,HORRY,112,Cedar Grove,Cedar Grove Baptist Ch,5025 Hwy 378 Conway  SC 29527,,
26,HORRY,113,Cherry Grove #1,Chapel By The Sea Baptist Church,1051 Sea Mountain Hwy North Myrtle Beach  SC 29582,,
26,HORRY,114,Cherry Grove #2,Lr Neck Rd Fire Station,5345 Little River Neck Rd N Myrtle Beach  SC 29582,,
26,HORRY,115,Coastal Carolina,Seacoast Church-Conway,1500 Highway 501 Bus Conway  SC 29526,,
26,HORRY,116,Coastal Lane #1,21St Ave County Complex,1201 21St Ave N Myrtle Beach  SC 29577,,
26,HORRY,117,Coastal Lane #2,Mary C Canty Recreation Center,971 Canal St Myrtle Beach  SC 29577,,
26,HORRY,118,Cool Springs,Cool Springs Meth Church,Hwy 319 Aynor  SC 29511,,
26,HORRY,119,Crescent,Nmb Community Center,1030 Possum Trot Rd N Myrtle Beach  SC 29582,,
26,HORRY,120,Daisy,Daisy Elementary School,2801 Red Bluff Rd Loris  SC 29569,,
26,HORRY,121,Deerfield,Surfside Presbyterian Church,8732 Highway 17 Byp S Myrtle Beach  SC 29588,,
26,HORRY,122,Dogbluff,Aynor Elementary School,516 Jordanville Rd Aynor  SC 29511,,
26,HORRY,123,Dogwood,Chesterfield Baptist Church,8591 Highway 90 Longs  SC 29568,,
26,HORRY,124,Dunes #1,Ocean View Education Center (Temporary),900 79th Ave N Myrtle Beach  SC 29572,,
26,HORRY,125,Dunes #2,Lk Arrowhead Fire Station,10228 Kings Rd Myrtle Beach  SC 29572,,
26,HORRY,126,Dunes #3,Risen Christ Luth Church,10595 N Hwy 17 Myrtle Beach  SC 29572,,
26,HORRY,127,East Conway,Conway Library,801 Main St Conway  SC 29526,,
26,HORRY,128,East Loris,Loris Elementary School,901 E Hwy 9 Bus Loris  SC 29569,,
26,HORRY,129,Ebenezer,The Christian Church,1294 Hwy 9 W Longs  SC 29568,,
26,HORRY,130,Emerald Forest #1,Grand Strand Bapt Church,350 Hospitality Ln Myrtle Beach  SC 29579,,
26,HORRY,131,Emerald Forest #2,St Mary Missionary Bapt,300 Ronald McNair Blvd Myrtle Beach  SC 29579,,
26,HORRY,132,Emerald Forest #3,Ocean Bay Middle School,905 International Dr Myrtle Beach  SC 29579,,
26,HORRY,133,Enterprise #1,Socastee Library,141 707 Connector Rd Myrtle Beach  SC 29575,,
26,HORRY,230,Enterprise #2,Parkway Community Baptist Church,118 Leisure Ln Myrtle Beach  SC 29588,,
26,HORRY,135,Forestbrook,Forestbrook Bapt. Church Gym,2051 Forestbrook Rd Myrtle Beach  SC 29588,,
26,HORRY,136,Four Mile,Bethany Bible Chapel,1668 Four Mile Rd Conway  SC 29526,,
26,HORRY,137,Galivants Ferry,Pee Dee Farms Store,134 W Hwy 501 Galivants Ferry  SC 29544,,
26,HORRY,138,Garden City #1,Garden City Baptist Church,501 Pine Ave Garden City  SC 29576,,
26,HORRY,139,Garden City #2,Garden City Fire Station,280 Azalea Rd Garden City  SC 29576,,
26,HORRY,140,Garden City #3,Seaside Elementary School,1605 Woodland Dr Garden City  SC 29576,,
26,HORRY,141,Garden City #4,Magnolia Grove Clubhouse,3203 Moonshadow Ln Garden City  SC 29576,,
26,HORRY,142,Glenns Bay,South Strand Recreation Center,9650 Scipio Ln Myrtle Beach  SC 29588,,
26,HORRY,143,Green Sea,Green Sea Baptist Church,1241 Green Sea Rd Green Sea  SC 29545,,
26,HORRY,145,Hickory Grove,Kingston Elementary School,4580 Highway 472 Conway  SC 29526,,
26,HORRY,147,Homewood,Homewood Elementary Sch,2711 N Hwy 701 Conway  SC 29526,,
26,HORRY,148,Horry,Salem Baptist Church,4008 Salem Rd Aynor  SC 29511,,
26,HORRY,149,Inland,Bucksport Library/ems,7657 S Hwy 701 Conway  SC 29527,,
26,HORRY,150,Jackson Bluff,Sweetwater Branch Church,1436 Hwy 544 Conway  SC 29526,,
26,HORRY,151,Jamestown,South Conway Elem School,3001 4Th Ave Conway  SC 29527,,
26,HORRY,152,Jernigans X Roads,Dogwood Hill Baptist Church,1040 Mount Zion Rd Loris  SC 29569,,
26,HORRY,153,Jet Port #1,Mb Fire Station #3,2108 S Kings Hwy Myrtle Beach  SC 29577,,
26,HORRY,154,Jet Port #2,Gen Robert H Reed Rec Center,800 Gabreski Ln Myrtle Beach  SC 29577,,
26,HORRY,231,Jet Port #3,HGTC Conference Ctr Annex Room,950 Crabtree Ln Bldg 600 Myrtle Beach  SC 29577,,
26,HORRY,232,Jet Port #4,HGTC Business Ctr. Auditorium,950 Crabtree Ln Bldg 600 Myrtle Beach  SC 29577,,
26,HORRY,157,Juniper Bay,Juniper Bay Bapt Church,5265 Juniper Bay Rd Conway  SC 29527,,
26,HORRY,227,Lake Park #2,Socastee Elementary School,4223 Socastee Blvd Myrtle Beach  SC 29588,,
26,HORRY,228,Lake Park #3,Socastee Middle School,151 Esso Rd Myrtle Beach  SC 29588,,
26,HORRY,159,Leon,Old Longs School / Head Start,131 Freemont Rd Longs  SC 29568,,
26,HORRY,160,Little River #1,Lr United Meth Church,1629 Hwy 17 Little River  SC 29566,,
26,HORRY,161,Little River #2,St Paul Ame Church,1175 Hwy 17 Little River  SC 29566,,
26,HORRY,162,Little River #3,Little River Fire Sta.#2,4731 Baker St Little River  SC 29566,,
26,HORRY,163,Live Oak,Live Oak Baptist Church,1080 Live Oak Church Rd Loris  SC 29569,,
26,HORRY,164,Maple,Maple Baptist Church,4500 Highway 65 Conway  SC 29526,,
26,HORRY,165,Marlowe #1,St James High School,10800 Highway 707 Murrells Inlet  SC 29576,,
26,HORRY,220,Marlowe #2,Timberlake Baptist Church,9850 Hwy 707 Myrtle Beach  SC 29588,,
26,HORRY,222,Marlowe #3,St James High School,10800 Highway 707 Murrells Inlet  SC 29576,,
26,HORRY,166,Methodist-Mill Swamp,Midland Elementary School,3011 Nichols Hwy Galivants Ferry  SC 29544,,
26,HORRY,168,Mt Olive,Green Sea Senior Center,5331 Hwy 9 Green Sea  SC 29581,,
26,HORRY,169,Mt Vernon,Mt Vernon Community Center,4280 Red Bluff Rd Loris  SC 29569,,
26,HORRY,170,Myrtle Trace,Myrtle Trace Clubhouse,101 Myrtle Trace Dr Conway  SC 29526,,
26,HORRY,171,Myrtlewood #1,Myrtle Beach Middle School,3101 N Oak St Myrtle Beach  SC 29577,,
26,HORRY,172,Myrtlewood #2,Myrtle Beach Adult Education (Temporary),3301 N Oak St Myrtle Beach  SC 29577,,
26,HORRY,173,Myrtlewood #3,Mb Church Of Christ,4500 Wild Iris Dr Myrtle Beach  SC 29577,,
26,HORRY,174,Nixon X Roads #1,Nmb High School,3760 Sea Mountain Hwy Little River  SC 29566,,
26,HORRY,175,Nixon X Roads #2,Nmb Middle School,11240 Hwy 90 Little River  SC 29566,,
26,HORRY,225,Nixons X Roads #3,HC North Strand Recreation Center,120 Highway 57 S Little River  SC 29566,,
26,HORRY,176,North Conway #1,Mary Thompson Bldg,1009 17th Ave Conway  SC 29526,,
26,HORRY,177,North Conway #2,Conway Elementary School,1101 Snowhill Dr Conway  SC 29526,,
26,HORRY,179,Ocean Drive # 1,Ocean Drive Fire Station,1015 2nd Ave S N Myrtle Beach  SC 29582,,
26,HORRY,180,Ocean Drive #2,North Myrtle Beach Museum,799 2nd Ave N North Myrtle Beach  SC 29582,,
26,HORRY,233,Ocean Drive #3,St Stephens Epis Church,801 11Th Ave N N Myrtle Beach  SC 29582,,
26,HORRY,181,Ocean Forest #1,Ocean View Bapt Church Student Center,7202 N Kings Hwy Myrtle Beach  SC 29572,,
26,HORRY,182,Ocean Forest #2,Claire Chapin Epps YmcA,5000 Claire Chapin Epps Dr Myrtle Beach  SC 29577,,
26,HORRY,183,Ocean Forest #3,First Freewill Bapt Ch,900-a 67Th Ave N Myrtle Beach  SC 29572,,
26,HORRY,184,Palmetto Bays,Palmetto Bays Elem School,8900 Hwy 544 Myrtle Beach  SC 29579,,
26,HORRY,185,Pawleys Swamp,Pawleys Swamp Bapt Church,7480 Pawleys Swamp Rd Conway  SC 29527,,
26,HORRY,186,Pleasant View,Pleasant View Bapt Church,5065 Hwy 19 Nichols  SC 29581,,
26,HORRY,187,Poplar Hill,Pleasant Union Bapt Ch,2940 Minnick Rd Aynor  SC 29511,,
26,HORRY,188,Port Harrelson,Bucksport Community Ctr,1370 Bucksport Rd Conway  SC 29527,,
26,HORRY,189,Racepath #1,Conway Senior Center,1519 Millpond Rd Conway  SC 29527,,
26,HORRY,190,Racepath #2,Whittemore Pk Middle Sch,1808 Rhue St Conway  SC 29527,,
26,HORRY,191,Red Bluff,Pleasant Hill Bapt Church,6907 Hwy 905 Conway  SC 29526,,
26,HORRY,192,Red Hill # 1,Waccamaw Elementary Sch,251 Claridy Rd Conway  SC 29526,,
26,HORRY,193,Red Hill #2,Centenary United Meth,1527 Hwy 544 Conway  SC 29526,,
26,HORRY,226,River Oaks,Ocean Bay Elementary School,950 International Dr Myrtle Beach  SC 29579,,
26,HORRY,194,Salem,Salem Methodist Church,2376 Hwy 90 Conway  SC 29526,,
26,HORRY,195,Sea Oats # 1,1st Baptist Church gym,302 N Oak St Myrtle Beach  SC 29577,,
26,HORRY,196,Sea Oats # 2,1st Baptist Church gym,302 N Oak St Myrtle Beach  SC 29577,,
26,HORRY,197,Sea Winds,Calvary Christian School,4511 Dick Pond Rd Myrtle Beach  SC 29588,,
26,HORRY,198,Shell,Bethlehem Bapt Church,5201 Hwy 905 Conway  SC 29526,,
26,HORRY,200,Socastee # 2,Palmetto Shores Church,6250 Dick Pond Rd Myrtle Beach  SC 29588,,
26,HORRY,201,Socastee # 3,Forestbrook Elementary,4000 Panther Way Myrtle Beach  SC 29579,,
26,HORRY,202,Socastee # 4,Socastee Baptist Church,3690 Socastee Blvd Myrtle Beach  SC 29588,,
26,HORRY,204,Surfside # 1,Dick Johnson Civic Center,115 N Hwy 17 Surfside  SC 29575,,
26,HORRY,205,Surfside # 2,Calhoun bldg Surfside Meth,800 13th Ave N Surfside  SC 29575,,
26,HORRY,206,Surfside # 3,Grand Strand Ch Of Christ,2212 Glenns Bay Rd Surfside  SC 29575,,
26,HORRY,207,Surfside # 4,Lakewood Elementary Sch,1675 Hwy 396 Surfside  SC 29575,,
26,HORRY,208,Sweet Home,Goretown Fire Station,365 Liberty Church Rd Loris  SC 29569,,
26,HORRY,210,Tilly Swamp,Tilly Swamp Bapt Church,4619 Hwy 90 Conway  SC 29526,,
26,HORRY,211,Toddville,Union Methodist Church,4491 S Hwy 701 Conway  SC 29527,,
26,HORRY,229,Waccamaw,Beach Ch/ Mb Community Ch,557 George Bishop Pkwy Myrtle Beach  SC 29579,,
26,HORRY,212,Wampee,Riverside Elementary School,1283 Highway 57 S Little River  SC 29566,,
26,HORRY,213,West Conway,Horry County Justice Ctr,1301 2Nd Ave Conway  SC 29526,,
26,HORRY,214,West Loris,Loris Public Safety Center,3909 Walnut St Loris  SC 29569,,
26,HORRY,215,White Oak,New Home # 1 Baptist Ch,1685 Hwy 139 Conway  SC 29526,,
26,HORRY,216,Wild Wing,Christ The Ser Lutheran,2105 E Highway 501 Conway  SC 29526,,
26,HORRY,217,Windy Hill #1,Windy Hill Fire Station,801 33rd Ave S N Myrtle Beach  SC 29582,,
26,HORRY,218,Windy Hill #2,Nmb Fire Station # 5,4740 Barefoot Resort Blvd N Myrtle Beach  SC 29582,,
27,JASPER,999,Barrier Free,Absentee Precinct,1506 Grays Hwy Ridgeland  SC 29936,,
27,JASPER,101,Coosawhatchie,Coosawhatchie Baptist Church,3853 Morgan Dollar Rd Coosawhatchie  SC 29912,,
27,JASPER,102,Gillisonville,Gillisonville Baptist Church Social Hall,10158 Grays Hwy Ridgeland  SC 29936,,
27,JASPER,103,Grahamville 1,Anglican Church Parrish,2718 Bees Creek Rd Ridgeland  SC 29936,,
27,JASPER,104,Grahamville 2,Mt Carmel Baptist Center,3776 Bees Creek Road Hwy # 13 Ridgeland Sc  SC 29936,,
27,JASPER,105,Grays,Pine Level Baptist Church Social Hall,2009 Pinelevel Church Rd Early Branch  SC 29916,,
27,JASPER,106,Hardeeville 1,St. Stephen Social Hall,710 Main St Hardeeville  SC 29927,,
27,JASPER,107,Hardeeville 2,Fisher Chapel U.M. Church,445 Church Road Hwy # 46 Hardeeville  SC 29927,,
27,JASPER,116,Hardeville 3,Hilton Head Lakes Amenity Center,2000 Club Way Hardeeville  SC 29927,,
27,JASPER,108,Levy,Levy-Limehouse Comm.Ctr.,470 Mitchells Ct Hardeeville  SC 29927,,
27,JASPER,109,Okatie 1,BJWSA Community Room,6 Snake Rd Okatie  SC 29909,,
27,JASPER,117,Okatie 2,Okatee Baptist Church Education Building,5467 N Okatie Hwy Ridgeland  SC 29936,,
27,JASPER,110,Pineland,Robertville Comm. Center,9731 Cotton Hill Rd Pineland  SC 29934,,
27,JASPER,111,Ridgeland 1,Kingdom Touch Ministries Gymnasium,6714 Tillman Rd Ridgeland  SC 29936,,
27,JASPER,112,Ridgeland 2,Kingdom Touch Ministries Gymnasium,6714 Tillman Rd Ridgeland  SC 29936,,
27,JASPER,114,Ridgeland 3,Kingdom Touch Ministries Gymnasium,6714 Tillman Rd Ridgeland  SC 29936,,
27,JASPER,115,Sun City,SCHH Lakehouse,1251 Sgt William Jasper Blvd Bluffton  SC 29909,,
27,JASPER,113,Tillman,St. Matthew Baptist Church Social Hall,1454 Tillman Rd Ridgeland  SC 29936,,
28,KERSHAW,101,Airport,A T E C,874 Vocational Ln Camden  SC 29020,,
28,KERSHAW,102,Antioch,Pine Tree Hill Elementary School,938 Bishopville Hwy Camden  SC 29020,,
28,KERSHAW,999,Barrier Free,Camden City Arena,420 Broad St Camden  SC 29020,,
28,KERSHAW,103,Bethune,Bethune Community Center,109 College St E Bethune  SC 29009,,
28,KERSHAW,105,Buffalo,Buffalo Baptist Church,6390 Lockhart Rd Kershaw  SC 29067,,
28,KERSHAW,107,Camden No. 1,Camden City Arena,420 Broad St Camden  SC 29020,,
28,KERSHAW,108,Camden No. 2,Kershaw County CLC,1109 Campbell St Camden  SC 29020,,
28,KERSHAW,111,Camden No. 5,Steeplechase Museum,200 Knights Hill Rd Camden  SC 29020,,
28,KERSHAW,112,Camden No. 5-A,Sanders Creek Baptist Ch,520 Nelson Rd Camden  SC 29020,,
28,KERSHAW,113,Camden No. 6,Camden Middle School,902 McRae Road Camden  SC 29020,,
28,KERSHAW,117,Charlotte Thompson,Woolard Technology Center,70 Innovation Way Camden  SC 29020,,
28,KERSHAW,119,Doby's Mill,Doby's Mill Elem School,1964 Ft Jackson Rd Elgin  SC 29045,,
28,KERSHAW,122,Elgin No. 1,Blaney Baptist Church,1400 Blaney Rd Elgin  SC 29045,,
