Textbox97,CountyCode,CountyName,PrecinctCode,PrecinctName,PollingLocationName,PollingLocationAddress,Coordinates,Status
County: 10 - CHARLESTON,10,CHARLESTON,132,Ladson,Ladson Elementary School,"3321 Ladson Road
Ladson SC 29456","32.985593,-80.10581",
County: 10 - CHARLESTON,10,CHARLESTON,173,Edisto Island,Jane Edwards Elem School,"1960 Jane Edwards Road
Edisto Island SC 29438","32.580833,-80.299999",
County: 10 - CHARLESTON,10,CHARLESTON,174,Wadmalaw Island 1,Edith Frierson Elem Schoo,"6133 Maybank Highway
Wadmalaw Island SC 29487","32.640301,-80.182513",
County: 10 - CHARLESTON,10,CHARLESTON,175,Wadmalaw Island 2,Edith Frierson Elem Schoo,"6133 Maybank Highway
Wadmalaw Island SC 29487","32.640301,-80.182513",
County: 10 - CHARLESTON,10,CHARLESTON,180,Kiawah Island,The Sandcastle,"1 Shipyard Rd
Kiawah Island SC 29455","32.624718,-80.040587",
County: 10 - CHARLESTON,10,CHARLESTON,181,Seabrook,Property Owners Lake House,"2319 Seabrook Island Rd
Johns Island SC 29455","32.590279,-80.162845",
County: 10 - CHARLESTON,10,CHARLESTON,184,Folly Beach 1,Folly Beach Bapt Church,"77 Center Street
Folly Beach SC 29439","32.658213,-79.942751",
County: 10 - CHARLESTON,10,CHARLESTON,185,Folly Beach 2,Folly Beach Bapt Church,"77 Center Street
Folly Beach SC 29439","32.658213,-79.942751",
County: 10 - CHARLESTON,10,CHARLESTON,201,Charleston 1,Hazel Parker Playground,"70 East Bay Street
Charleston SC 29401","32.774173,-79.92712",
County: 10 - CHARLESTON,10,CHARLESTON,202,Charleston 2,Hazel Parker Playground,"70 East Bay Street
Charleston SC 29401","32.774173,-79.92712",
County: 10 - CHARLESTON,10,CHARLESTON,203,Charleston 3,Mason Preparatory School,"56 Halsey Blvd
Charleston SC 29401","32.77915,-79.947391",
County: 10 - CHARLESTON,10,CHARLESTON,204,Charleston 4,Moultrie Playground,"41 Ashley Ave
Charleston SC 29401","32.775246,-79.941526",
County: 10 - CHARLESTON,10,CHARLESTON,205,Charleston 5,Mason Preparatory School,"56 Halsey Blvd
Charleston SC 29401","32.77915,-79.947391",
County: 10 - CHARLESTON,10,CHARLESTON,206,Charleston 6,Memminger Elementary School,"20 Beaufain St
Charleston SC 29401","32.780746,-79.935637",
County: 10 - CHARLESTON,10,CHARLESTON,207,Charleston 7,Buist Academy,"103 Calhoun St
Charleston SC 29401","32.787262,-79.932496",
County: 10 - CHARLESTON,10,CHARLESTON,208,Charleston 8,Sanders Clyde Elem School,"805 Morrison Drive
Charleston SC 29403","32.801029,-79.937263",
County: 10 - CHARLESTON,10,CHARLESTON,209,Charleston 9,Charleston Progressive Elementary,"382 Meeting St
Charleston SC 29403","32.791025,-79.936287",
County: 10 - CHARLESTON,10,CHARLESTON,210,Charleston 10,Charleston Water System,"103 St Philip St
Charleston SC 29403","32.787105,-79.939079",
County: 10 - CHARLESTON,10,CHARLESTON,211,Charleston 11,Charleston Water System,"103 St Philip St
Charleston SC 29403","32.787105,-79.939079",
County: 10 - CHARLESTON,10,CHARLESTON,212,Charleston 12,Burke High School Gym,"244 President Street
Charleston SC 29403","32.793704,-79.953053",
County: 10 - CHARLESTON,10,CHARLESTON,213,Charleston 13,Burke High School Gym,"244 President Street
Charleston SC 29403","32.793704,-79.953053",
County: 10 - CHARLESTON,10,CHARLESTON,214,Charleston 14,Mitchell Elem School,"2 Perry Street
Charleston SC 29403","32.79453,-79.947797",
County: 10 - CHARLESTON,10,CHARLESTON,215,Charleston 15,Sanders Clyde Elem School,"805 Morrison Drive
Charleston SC 29403","32.801029,-79.937263",
County: 10 - CHARLESTON,10,CHARLESTON,216,Charleston 16,Mitchell Elem School,"2 Perry Street
Charleston SC 29403","32.79453,-79.947797",
County: 10 - CHARLESTON,10,CHARLESTON,217,Charleston 17,Charleston Charter School,"1002 King Street
Charleston SC 29403","32.802754,-79.950532",
County: 10 - CHARLESTON,10,CHARLESTON,218,Charleston 18,Charleston Charter School,"1002 King Street
Charleston SC 29403","32.802754,-79.950532",
County: 10 - CHARLESTON,10,CHARLESTON,219,Charleston 19,Joseph Floyd Manor,"2106 Mt Pleasant Street
Charleston SC 29403","32.81282,-79.952039",
County: 10 - CHARLESTON,10,CHARLESTON,220,Charleston 20,Joseph Floyd Manor,"2106 Mt Pleasant Street
Charleston SC 29403","32.81282,-79.952039",
County: 10 - CHARLESTON,10,CHARLESTON,221,Charleston 21,Freddy Whaley Comm Ctr,"1810 Dosher Avenue
Charleston SC 29405","32.853019,-79.991295",
County: 10 - CHARLESTON,10,CHARLESTON,301,Mt. Pleasant 1,Alhambra Hall,"131 Middle Street
Mt Pleasant SC 29464","32.779627,-79.870066",
County: 10 - CHARLESTON,10,CHARLESTON,302,Mt. Pleasant 2,Mt Pleas Mun Complex,"100 Ann Edwards Lane
Mt Pleasant SC 29464","32.801368,-79.890177",
County: 10 - CHARLESTON,10,CHARLESTON,303,Mt. Pleasant 3,Mt Pleas Nat Guard Armory,"245 Mathis Ferry Road
Mt Pleasant SC 29464","32.806695,-79.891079",
County: 10 - CHARLESTON,10,CHARLESTON,304,Mt. Pleasant 4,Mt Pleas Mun Complex,"100 Ann Edwards Lane
Mt Pleasant SC 29464","32.801368,-79.890177",
County: 10 - CHARLESTON,10,CHARLESTON,305,Mt. Pleasant 5,Mt Pleas Mun Complex,"100 Ann Edwards Lane
Mt Pleasant SC 29464","32.801368,-79.890177",
County: 10 - CHARLESTON,10,CHARLESTON,306,Mt. Pleasant 6,Moultrie Middle School,"645 Coleman Blvd
Mt Pleasant SC 29464","32.791298,-79.87261",
County: 10 - CHARLESTON,10,CHARLESTON,307,Mt. Pleasant 7,Moultrie Middle School,"645 Coleman Blvd
Mt Pleasant SC 29464","32.791298,-79.87261",
County: 10 - CHARLESTON,10,CHARLESTON,308,Mt. Pleasant 8,Moultrie Middle School,"645 Coleman Blvd
Mt Pleasant SC 29464","32.791298,-79.87261",
County: 10 - CHARLESTON,10,CHARLESTON,309,Mt. Pleasant 9,Moultrie Middle School,"645 Coleman Blvd
Mt Pleasant SC 29464","32.791298,-79.87261",
County: 10 - CHARLESTON,10,CHARLESTON,310,Mt. Pleasant 10,East Cooper Montessori Charter School,"1120 Rifle Range Rd
Mount Pleasant SC 29464","32.797366,-79.851975",
County: 10 - CHARLESTON,10,CHARLESTON,311,Mt. Pleasant 11,East Cooper Montessori Charter School,"1120 Rifle Range Rd
Mount Pleasant SC 29464","32.797366,-79.851975",
County: 10 - CHARLESTON,10,CHARLESTON,312,Mt. Pleasant 12,East Cooper Montessori Charter School,"1120 Rifle Range Rd
Mount Pleasant SC 29464","32.797366,-79.851975",
County: 10 - CHARLESTON,10,CHARLESTON,313,Mt. Pleasant 13,The Palms Of Mt Pleasant,"937 Bowman Rd
Mt Pleasant SC 29464","32.814704,-79.85801",
County: 10 - CHARLESTON,10,CHARLESTON,314,Mt. Pleasant 14,Sweetgrass Village,"601 Mathis Ferry Road
Mt Pleasant SC 29464","32.811833,-79.878765",
County: 10 - CHARLESTON,10,CHARLESTON,315,Mt. Pleasant 15,Mt Pleas Nat Guard Armory,"245 Mathis Ferry Road
Mt Pleasant SC 29464","32.806695,-79.891079",
County: 10 - CHARLESTON,10,CHARLESTON,316,Mt. Pleasant 16,Mt Pleas Nat Guard Armory,"245 Mathis Ferry Road
Mt Pleasant SC 29464","32.806695,-79.891079",
County: 10 - CHARLESTON,10,CHARLESTON,317,Mt. Pleasant 17,Seacoast Church,"750 Long Point Road
Mt Pleasant SC 29464","32.841442,-79.850039",
County: 10 - CHARLESTON,10,CHARLESTON,318,Mt. Pleasant 18,Trident Academy,"1455 Wakendaw Rd
Mt Pleasant SC 29464","32.823083,-79.858803",
County: 10 - CHARLESTON,10,CHARLESTON,319,Mt. Pleasant 19,Trident Academy,"1455 Wakendaw Rd
Mt Pleasant SC 29464","32.823083,-79.858803",
County: 10 - CHARLESTON,10,CHARLESTON,320,Mt. Pleasant 20,East Cooper Montessori Charter School,"1120 Rifle Range Rd
Mount Pleasant SC 29464","32.797366,-79.851975",
County: 10 - CHARLESTON,10,CHARLESTON,321,Mt. Pleasant 21,East Cooper Montessori Charter School,"1120 Rifle Range Rd
Mount Pleasant SC 29464","32.797366,-79.851975",
County: 10 - CHARLESTON,10,CHARLESTON,322,Mt. Pleasant 22,Christ Church,"2304 N Highway 17
Mt Pleasant SC 29464","32.818253,-79.844276",
County: 10 - CHARLESTON,10,CHARLESTON,323,Mt. Pleasant 23,Christ Church,"2304 N Highway 17
Mt Pleasant SC 29464","32.818253,-79.844276",
County: 10 - CHARLESTON,10,CHARLESTON,324,Mt. Pleasant 24,Christ Church,"2304 N Highway 17
Mt Pleasant SC 29464","32.818253,-79.844276",
County: 10 - CHARLESTON,10,CHARLESTON,325,Mt. Pleasant 25,Seacoast Church,"750 Long Point Road
Mt Pleasant SC 29464","32.841442,-79.850039",
County: 10 - CHARLESTON,10,CHARLESTON,326,Mt. Pleasant 26,Jones Recreation Center,"391 Egypt Road
Mt Pleasant SC 29464","32.850487,-79.855555",
County: 10 - CHARLESTON,10,CHARLESTON,327,Mt. Pleasant 27,Belle Hall Elem School,"385 Egypt Road
Mt Pleasant SC 29464","32.850194,-79.855493",
County: 10 - CHARLESTON,10,CHARLESTON,328,Mt. Pleasant 28,Jones Recreation Center,"391 Egypt Road
Mt Pleasant SC 29464","32.850487,-79.855555",
County: 10 - CHARLESTON,10,CHARLESTON,329,Mt. Pleasant 29,Jones Recreation Center,"391 Egypt Road
Mt Pleasant SC 29464","32.850487,-79.855555",
County: 10 - CHARLESTON,10,CHARLESTON,330,Mt. Pleasant 30,Brickyard Community Ctr,"1100 Brickyard Parkway
Mt Pleasant SC 29466","32.854154,-79.801606",
County: 10 - CHARLESTON,10,CHARLESTON,331,Mt. Pleasant 31,Greater Goodwill Ame Chur,"2818 N Highway 17
Mount Pleasant SC 29466","32.856756,-79.797974",
County: 10 - CHARLESTON,10,CHARLESTON,332,Mt. Pleasant 32,Greater Goodwill Ame Chur,"2818 N Highway 17
Mount Pleasant SC 29466","32.856756,-79.797974",
County: 10 - CHARLESTON,10,CHARLESTON,333,Mt. Pleasant 33,Thomas C Cario Middle Sch,"3500 Thomas Cario Blvd
Mt Pleasant SC 29466","32.877903,-79.782765",
County: 10 - CHARLESTON,10,CHARLESTON,334,Mt. Pleasant 34,Greater Goodwill Ame Chur,"2818 N Highway 17
Mount Pleasant SC 29466","32.856756,-79.797974",
County: 10 - CHARLESTON,10,CHARLESTON,335,Mt. Pleasant 35,Mt Pleas Park West Rec Complex,"1251 Park West Blvd Ste 103
Mt Pleasant SC 29466","32.882954,-79.7834",
County: 10 - CHARLESTON,10,CHARLESTON,336,Mt. Pleasant 36,Jennie Moore Elem School,"2725 Bulrush Basket Ln
Mt Pleasant SC 29466","32.853232,-79.792897",
County: 10 - CHARLESTON,10,CHARLESTON,337,Mt. Pleasant 37,Eastbridge Presbyterian Church,"1250 Lexington Dr
Mount Pleasant SC 29466","32.865541,-79.78788",
County: 10 - CHARLESTON,10,CHARLESTON,338,Mt. Pleasant 38,Palmetto Presbyterian Church,"1720 Carolina Park Blvd
Mount Pleasant SC 29466","32.877286,-79.816404",
County: 10 - CHARLESTON,10,CHARLESTON,339,Mt. Pleasant 39,Palmetto Presbyterian Church,"1720 Carolina Park Blvd
Mount Pleasant SC 29466","32.877286,-79.816404",
County: 10 - CHARLESTON,10,CHARLESTON,400,James Island 1A,James Island Elem School,"1872 Grimball Road
Charleston SC 29412","32.710256,-79.973024",
County: 10 - CHARLESTON,10,CHARLESTON,401,James Island 1B,James Island Elem School,"1872 Grimball Road
Charleston SC 29412","32.710256,-79.973024",
County: 10 - CHARLESTON,10,CHARLESTON,402,James Island 3,Thomas Johnson Field House,"1443 Secessionville Rd
Charleston SC 29412","32.71434,-79.957734",
County: 10 - CHARLESTON,10,CHARLESTON,403,James Island 5A,James Island Charter High,"1000 Fort Johnson Road
Charleston SC 29412","32.731189,-79.934158",
County: 10 - CHARLESTON,10,CHARLESTON,404,James Island 5B,James Island Charter High,"1000 Fort Johnson Road
Charleston SC 29412","32.731189,-79.934158",
County: 10 - CHARLESTON,10,CHARLESTON,405,James Island 6,James Island Charter High,"1000 Fort Johnson Road
Charleston SC 29412","32.731189,-79.934158",
County: 10 - CHARLESTON,10,CHARLESTON,406,James Island 7,James Island Charter High,"1000 Fort Johnson Road
Charleston SC 29412","32.731189,-79.934158",
County: 10 - CHARLESTON,10,CHARLESTON,407,James Island 8A,St James Church,"1872 Camp Rd
Charleston SC 29412","32.735601,-79.976558",
County: 10 - CHARLESTON,10,CHARLESTON,408,James Island 8B,St James Church,"1872 Camp Rd
Charleston SC 29412","32.735601,-79.976558",
County: 10 - CHARLESTON,10,CHARLESTON,409,James Island 9,St James Church,"1872 Camp Rd
Charleston SC 29412","32.735601,-79.976558",
County: 10 - CHARLESTON,10,CHARLESTON,410,James Island 10,James Island Charter High,"1000 Fort Johnson Road
Charleston SC 29412","32.731189,-79.934158",
County: 10 - CHARLESTON,10,CHARLESTON,411,James Island 11,Stiles Point Elem School,"883 Mikell Drive
Charleston SC 29412","32.73767,-79.929195",
County: 10 - CHARLESTON,10,CHARLESTON,412,James Island 12,Stiles Point Elem School,"883 Mikell Drive
Charleston SC 29412","32.73767,-79.929195",
County: 10 - CHARLESTON,10,CHARLESTON,413,James Island 13,Stiles Point Elem School,"883 Mikell Drive
Charleston SC 29412","32.73767,-79.929195",
County: 10 - CHARLESTON,10,CHARLESTON,414,James Island 14,James Island Rec Complex,"1088 Quail Drive
Charleston SC 29412","32.739269,-79.93874",
County: 10 - CHARLESTON,10,CHARLESTON,415,James Island 15,Fort Johnson Baptist Church,"1473 Camp Rd
Charleston SC 29412","32.731554,-79.96168",
County: 10 - CHARLESTON,10,CHARLESTON,417,James Island 17,Harborview Elem School,"1576 Harborview Rd
Charleston SC 29412","32.750799,-79.953321",
County: 10 - CHARLESTON,10,CHARLESTON,419,James Island 19,Harborview Elem School,"1576 Harborview Rd
Charleston SC 29412","32.750799,-79.953321",
County: 10 - CHARLESTON,10,CHARLESTON,420,James Island 20,Murray Lasaine Elem Sch,"691 Riverland Dr
Charleston SC 29412","32.743383,-79.985935",
County: 10 - CHARLESTON,10,CHARLESTON,422,James Island 22,Murray Lasaine Elem Sch,"691 Riverland Dr
Charleston SC 29412","32.743383,-79.985935",
County: 10 - CHARLESTON,10,CHARLESTON,440,Johns Island 1A,St Johns High School,"1518 Main Road
Johns Island SC 29455","32.725418,-80.098141",
County: 10 - CHARLESTON,10,CHARLESTON,441,Johns Island 1B,St Johns High School,"1518 Main Road
Johns Island SC 29455","32.725418,-80.098141",
County: 10 - CHARLESTON,10,CHARLESTON,442,Johns Island 2,St Johns High School,"1518 Main Road
Johns Island SC 29455","32.725418,-80.098141",
County: 10 - CHARLESTON,10,CHARLESTON,443,Johns Island 3A,Haut Gap Middle School,"1861 Bohicket Road
Johns Island SC 29455","32.719675,-80.077188",
County: 10 - CHARLESTON,10,CHARLESTON,444,Johns Island 3B,Mt Zion Elementary School,"3464 River Road
Johns Island SC 29455","32.677413,-80.044756",
County: 10 - CHARLESTON,10,CHARLESTON,445,Johns Island 4,Haut Gap Middle School,"1861 Bohicket Road
Johns Island SC 29455","32.719675,-80.077188",
County: 10 - CHARLESTON,10,CHARLESTON,460,St.Pauls 1,Adams Run Civic Ctr,"5166 Highway 174
Adams Run SC 29426","32.718732,-80.348068",
County: 10 - CHARLESTON,10,CHARLESTON,461,St.Pauls 2A,R D Schroder Middle School,"7224 Highway 162
Hollywood SC 29449","32.727407,-80.293092",
County: 10 - CHARLESTON,10,CHARLESTON,462,St.Pauls 2B,R D Schroder Middle School,"7224 Highway 162
Hollywood SC 29449","32.727407,-80.293092",
County: 10 - CHARLESTON,10,CHARLESTON,463,St.Pauls 3,Lowcountry Leadership Charter School,"5139 Gibson Rd # A
Hollywood SC 29449","32.73452,-80.222298",
County: 10 - CHARLESTON,10,CHARLESTON,464,St.Pauls 4,Baptist Hill High School,"5117 Baptist Hill Rd
Hollywood SC 29449","32.727837,-80.261628",
County: 10 - CHARLESTON,10,CHARLESTON,465,St.Pauls 5,E B Ellington Elem School,"5540 Old Jacksonboro Road
Ravenel SC 29470","32.784857,-80.211354",
County: 10 - CHARLESTON,10,CHARLESTON,466,St.Pauls 6,E B Ellington Elem School,"5540 Old Jacksonboro Road
Ravenel SC 29470","32.784857,-80.211354",
County: 10 - CHARLESTON,10,CHARLESTON,501,St.Andrews 1,St Andrews School of Math & Science,"30 Chadwick Dr
Charleston SC 29407","32.777812,-79.981477",
County: 10 - CHARLESTON,10,CHARLESTON,502,St.Andrews 2,St Andrews School of Math & Science,"30 Chadwick Dr
Charleston SC 29407","32.777812,-79.981477",
County: 10 - CHARLESTON,10,CHARLESTON,503,St.Andrews 3,W L Stephens Aquatic Ctr,"780 W Oak Forest Dr
Charleston SC 29407","32.7908,-79.999242",
County: 10 - CHARLESTON,10,CHARLESTON,504,St.Andrews 4,St Andrews School of Math & Science,"30 Chadwick Dr
Charleston SC 29407","32.777812,-79.981477",
County: 10 - CHARLESTON,10,CHARLESTON,505,St.Andrews 5,St Andrews School of Math & Science,"30 Chadwick Dr
Charleston SC 29407","32.777812,-79.981477",
County: 10 - CHARLESTON,10,CHARLESTON,506,St.Andrews 6,Ashley River Baptist Church,"1101 Savannah Hwy
Charleston SC 29407","32.782891,-79.9923",
County: 10 - CHARLESTON,10,CHARLESTON,507,St.Andrews 7,St Mark United Methodist Church,"413 Geddes Ave
Charleston SC 29407","32.782783,-80.022261",
County: 10 - CHARLESTON,10,CHARLESTON,508,St.Andrews 8,St Andrews Middle School,"721 Wappoo Road
Charleston SC 29407","32.79092,-80.021019",
County: 10 - CHARLESTON,10,CHARLESTON,509,St.Andrews 9,W L Stephens Aquatic Ctr,"780 W Oak Forest Dr
Charleston SC 29407","32.7908,-79.999242",
County: 10 - CHARLESTON,10,CHARLESTON,510,St.Andrews 10,Pinecrest Baptist Church,"1285 Ashley Hall Road
Charleston SC 29407","32.803386,-80.007915",
County: 10 - CHARLESTON,10,CHARLESTON,511,St.Andrews 11,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd
Charleston SC 29407","32.819031,-79.993679",
County: 10 - CHARLESTON,10,CHARLESTON,512,St.Andrews 12,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd
Charleston SC 29407","32.819031,-79.993679",
County: 10 - CHARLESTON,10,CHARLESTON,513,St.Andrews 13,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd
Charleston SC 29407","32.819031,-79.993679",
County: 10 - CHARLESTON,10,CHARLESTON,514,St.Andrews 14,Pinecrest Baptist Church,"1285 Ashley Hall Road
Charleston SC 29407","32.803386,-80.007915",
County: 10 - CHARLESTON,10,CHARLESTON,515,St.Andrews 15,St Andrews Middle School,"721 Wappoo Road
Charleston SC 29407","32.79092,-80.021019",
County: 10 - CHARLESTON,10,CHARLESTON,516,St.Andrews 16,St Mark United Methodist Church,"413 Geddes Ave
Charleston SC 29407","32.782783,-80.022261",
County: 10 - CHARLESTON,10,CHARLESTON,517,St.Andrews 17,Oakland Elem School,"505 Arlington Dr Apt A
Charleston SC 29414","32.788703,-80.0353",
County: 10 - CHARLESTON,10,CHARLESTON,518,St.Andrews 18,St Andrews Middle School,"721 Wappoo Road
Charleston SC 29407","32.79092,-80.021019",
County: 10 - CHARLESTON,10,CHARLESTON,519,St.Andrews 19,Ashley River Elem School,"1871 Wallace School Road
Charleston SC 29407","32.800955,-80.022576",
County: 10 - CHARLESTON,10,CHARLESTON,520,St.Andrews 20,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407","32.813506,-80.026427",
County: 10 - CHARLESTON,10,CHARLESTON,521,St.Andrews 21,Northbridge Baptist Church,"1160 Sam Rittenberg Blvd
Charleston SC 29407","32.819031,-79.993679",
County: 10 - CHARLESTON,10,CHARLESTON,522,St.Andrews 22,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407","32.813506,-80.026427",
County: 10 - CHARLESTON,10,CHARLESTON,523,St.Andrews 23,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407","32.813506,-80.026427",
County: 10 - CHARLESTON,10,CHARLESTON,524,St.Andrews 24,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407","32.813506,-80.026427",
County: 10 - CHARLESTON,10,CHARLESTON,525,St.Andrews 25,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407","32.813506,-80.026427",
County: 10 - CHARLESTON,10,CHARLESTON,526,St.Andrews 26,Charleston Baptist Church,"13 San Miguel Rd
Charleston SC 29414","32.803402,-80.034965",
County: 10 - CHARLESTON,10,CHARLESTON,527,St.Andrews 27,C E Williams Middle Sch,"640 Butte Street
Charleston SC 29414","32.798433,-80.074395",
County: 10 - CHARLESTON,10,CHARLESTON,528,St.Andrews 28,Grace On The Ashley Churc,"2014 Bees Ferry Road
Charleston SC 29414","32.831937,-80.069203",
County: 10 - CHARLESTON,10,CHARLESTON,529,St.Andrews 29,West Ashley High School,"4060 Wildcat Boulevard
Charleston SC 29414","32.819378,-80.074123",
County: 10 - CHARLESTON,10,CHARLESTON,530,St.Andrews 30,West Ashley Advanced Studies Magnet,"1776 William Kennerty Dr
Charleston SC 29407","32.813506,-80.026427",
County: 10 - CHARLESTON,10,CHARLESTON,531,St.Andrews 31,West Ashley High School,"4060 Wildcat Boulevard
Charleston SC 29414","32.819378,-80.074123",
County: 10 - CHARLESTON,10,CHARLESTON,532,St.Andrews 32,Montessori Community School,"2122 Wood Ave
Charleston SC 29414","32.835056,-80.058414",
County: 10 - CHARLESTON,10,CHARLESTON,533,St.Andrews 33,West Ashley High School,"4060 Wildcat Boulevard
Charleston SC 29414","32.819378,-80.074123",
County: 10 - CHARLESTON,10,CHARLESTON,534,St.Andrews 34,Drayton Hall Elem School,"3183 Ashley River Road
Charleston SC 29414","32.853396,-80.072904",
County: 10 - CHARLESTON,10,CHARLESTON,535,St.Andrews 35,Drayton Hall Elem School,"3183 Ashley River Road
Charleston SC 29414","32.853396,-80.072904",
County: 10 - CHARLESTON,10,CHARLESTON,536,St.Andrews 36,Drayton Hall Elem School,"3183 Ashley River Road
Charleston SC 29414","32.853396,-80.072904",
County: 10 - CHARLESTON,10,CHARLESTON,537,St.Andrews 37,Grace On The Ashley Churc,"2014 Bees Ferry Road
Charleston SC 29414","32.831937,-80.069203",
County: 10 - CHARLESTON,10,CHARLESTON,601,North Charleston 1,Gethsemani Comm Center,"2449 Beacon Street
Charleston SC 29405","32.841307,-79.959242",
County: 10 - CHARLESTON,10,CHARLESTON,602,North Charleston 2,Azalea Drive Church of Christ,"3950 Azalea Dr
North Charleston SC 29405","32.847064,-79.998308",
County: 10 - CHARLESTON,10,CHARLESTON,603,North Charleston 3,Miner Crosby Building,"3901 Paramount Drive
Charleston SC 29405","32.849977,-80.024648",
County: 10 - CHARLESTON,10,CHARLESTON,604,North Charleston 4,Garrett Academy Of Tech,"2731 Gordon Street
Charleston SC 29405","32.862594,-79.999078",
County: 10 - CHARLESTON,10,CHARLESTON,605,North Charleston 5,Azalea Drive Church of Christ,"3950 Azalea Dr
North Charleston SC 29405","32.847064,-79.998308",
County: 10 - CHARLESTON,10,CHARLESTON,606,North Charleston 6,Mary Ford Elem School,"3180 Thomasina McPherson Blvd
N Charleston SC 29405","32.848583,-79.977015",
County: 10 - CHARLESTON,10,CHARLESTON,607,North Charleston 7,Mary Ford Elem School,"3180 Thomasina McPherson Blvd
N Charleston SC 29405","32.848583,-79.977015",
County: 10 - CHARLESTON,10,CHARLESTON,608,North Charleston 8,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405","32.879721,-79.997943",
County: 10 - CHARLESTON,10,CHARLESTON,609,North Charleston 9,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405","32.879721,-79.997943",
County: 10 - CHARLESTON,10,CHARLESTON,610,North Charleston 10,Matilda Dunston Elem Sch,"1825 Remount Road
N Charleston SC 29406","32.900187,-80.01089",
County: 10 - CHARLESTON,10,CHARLESTON,611,North Charleston 11,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405","32.879721,-79.997943",
County: 10 - CHARLESTON,10,CHARLESTON,612,North Charleston 12,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405","32.879721,-79.997943",
County: 10 - CHARLESTON,10,CHARLESTON,613,North Charleston 13,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405","32.879721,-79.997943",
County: 10 - CHARLESTON,10,CHARLESTON,614,North Charleston 14,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405","32.879721,-79.997943",
County: 10 - CHARLESTON,10,CHARLESTON,615,North Charleston 15,St John Catholic Church,"3921 St Johns Avenue
N Charleston SC 29405","33.183777,-79.998538",
County: 10 - CHARLESTON,10,CHARLESTON,616,North Charleston 16,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405","32.879721,-79.997943",
County: 10 - CHARLESTON,10,CHARLESTON,617,North Charleston 17,Royal Missionary Baptist Church,"4750 Abraham Ave
North Charleston SC 29405","32.879721,-79.997943",
County: 10 - CHARLESTON,10,CHARLESTON,618,North Charleston 18,W B Goodwin Elem School,"5501 Dorchester Road
N Charleston SC 29418","32.861651,-80.047716",
County: 10 - CHARLESTON,10,CHARLESTON,619,North Charleston 19,Garrett Academy Of Tech,"2731 Gordon Street
Charleston SC 29405","32.862594,-79.999078",
County: 10 - CHARLESTON,10,CHARLESTON,620,North Charleston 20,W B Goodwin Elem School,"5501 Dorchester Road
N Charleston SC 29418","32.861651,-80.047716",
County: 10 - CHARLESTON,10,CHARLESTON,621,North Charleston 21,Lambs Elem School,"6800 Dorchester Road
N Charleston SC 29418","32.885329,-80.066627",
County: 10 - CHARLESTON,10,CHARLESTON,622,North Charleston 22,Lambs Elem School,"6800 Dorchester Road
N Charleston SC 29418","32.885329,-80.066627",
County: 10 - CHARLESTON,10,CHARLESTON,623,North Charleston 23,Hunley Park Elem School,"1000 Michigan Ave
N Charleston SC 29418","32.892433,-80.077624",
County: 10 - CHARLESTON,10,CHARLESTON,624,North Charleston 24,Hunley Park Elem School,"1000 Michigan Ave
N Charleston SC 29418","32.892433,-80.077624",
County: 10 - CHARLESTON,10,CHARLESTON,625,North Charleston 25,Highland Terrace Comm Ctr,"2401 Richardson Street
N Charleston SC 29406","32.892076,-80.01926",
County: 10 - CHARLESTON,10,CHARLESTON,626,North Charleston 26,Persephone Moultrie Comm,"2001 Robertson Blvd
N Charleston SC 29406","32.901674,-80.01556",
County: 10 - CHARLESTON,10,CHARLESTON,627,North Charleston 27,Midland Park Primary,"2415 Midland Park Road
N Charleston SC 29406","32.920669,-80.041341",
County: 10 - CHARLESTON,10,CHARLESTON,628,North Charleston 28,Trident Tech 950 Bl Lobby,"7000 Rivers Ave
N Charleston SC 29406","32.925102,-80.03227",
County: 10 - CHARLESTON,10,CHARLESTON,629,North Charleston 29,Midland Park Primary,"2415 Midland Park Road
N Charleston SC 29406","32.920669,-80.041341",
County: 10 - CHARLESTON,10,CHARLESTON,630,North Charleston 30,Pepperhill Elem School,"3300 Creola Road
N Charleston SC 29420","32.937419,-80.077787",
County: 10 - CHARLESTON,10,CHARLESTON,999,Barrier Free,Board Of Elections,"4367 Headquarters Rd
N Charleston SC 29405","32.852446,-80.011051",
County: 11 - CHEROKEE,11,CHEROKEE,1,Allens,Corinth Elementary School,"128 Corinth Rd
Gaffney SC 29340","35.008755,-81.644833",
